id,bucket,source,disposition,category,headword,pos,ua,definitionUa,rationale,confidence,reviewer_agree
SB-0787,d_clean,clean-pool,clean,,motive,n.,мотив,"Стимул діяти певним чином; причина або емоція, яка спонукає щось зробити; все, що спонукає до вибору дії.",,medium,
SB-0788,d_clean,clean-pool,clean,,motorist,n.,автомобіліст,"Той, хто керує транспортним засобом.",,medium,
SB-0789,d_clean,clean-pool,clean,,municipal,adj.,муніципальний,"Муніципалітет або пов’язаний з муніципалітетом (місто чи корпорація, яка має право керувати місцевим урядом).",,medium,
SB-0790,d_clean,clean-pool,clean,,mutual,adj.,взаємний,"Маючи однакові відносини, один до одного.",,medium,
SB-0791,d_clean,clean-pool,clean,,namely,adv.,а саме,Зокрема; тобто.,,medium,
SB-0792,d_clean,clean-pool,clean,,nationwide,adj.,загальнонаціональний,Поширюється на всю націю.,,medium,
SB-0794,d_clean,clean-pool,clean,,neglect,"v., n.",нехтувати,Не дбати про щось або не звертати уваги.,,medium,
SB-0795,d_clean,clean-pool,clean,,neighbouring,adj.,сусідній,Розташований поруч або поблизу іншого місця чи території.,,medium,
SB-0796,d_clean,clean-pool,clean,,nest,n.,гніздо,"Споруда, побудована птахом як місце для висиджування яєць і вирощування молодняку.",,medium,
SB-0797,c_known_open,known-open-confirmation,P1,pos-morphology-mismatch,net,adj.,чистий,Залишок після витрат або відрахувань.,Adjective 'net' defined with noun head 'Залишок' (remainder); POS mismatch.,high,True
SB-0799,d_clean,clean-pool,clean,,niche,n.,ніша,"Будь-яка позиція можливостей, для якої вона добре підходить, наприклад певний ринок у бізнесі.",,medium,
SB-0800,d_clean,clean-pool,clean,,noble,adj.,благородний,"Наявність почесних якостей; мати моральну висоту та свободу від будь-чого дрібного, підлого чи сумнівного в поведінці та характері.",,medium,
SB-0801,d_clean,clean-pool,clean,,nod,v.,кивати,"Нахилити голову вгору-вниз, щоб показати згоду.",,medium,
SB-0802,d_clean,clean-pool,clean,,nominate,v.,номінувати,"Назвати когось кандидатом на певну роль або посаду, включно з посадою.",,medium,
SB-0806,d_clean,clean-pool,clean,,non-profit,adj.,неприбутковий,"Організація або діяльність, основною метою якої не є отримання прибутку.",,medium,
SB-0807,d_clean,clean-pool,clean,,nonsense,n.,нісенітниця,"Те, що є дурним, нелогічним і позбавленим будь-якого сенсу, причини чи цінності; те, що не має сенсу.",,medium,
SB-0808,d_clean,clean-pool,clean,,noon,n.,полудень,"Час доби, коли здається, що Сонце досягає найвищої точки на небі; сонячний полудень.",,medium,
