id,word,pos,ua,definitionUa,source_stage,final_disposition,category,confidence,provenance,proposal_state,proposed_target,proposed_value
SB-0634,inspiration,n.,натхнення,"Акт або процес піднесення чи стимулювання впливу на інтелект, емоції чи творчість.",r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Вплив або ідея, що спонукає до творчості, дії чи нового задуму."
SB-0635,instinct,n.,інстинкт,Природний або вроджений імпульс або поведінка.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-0636,institutional,adj.,інституційний,"З, відноситься до, характерний або організований за принципами установи.",r2-reconciliation,P1,calque-russianism,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Пов’язаний з установою або характерний для неї.
SB-0639,insufficient,adj.,недостатній,"Недостатньо; типу або виду, якого недостатньо, який не задовольняє вимоги чи потреби.",r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Такий, якого замало для задоволення вимог або потреб."
SB-0642,intake,n.,споживання,Прийнята кількість.,r2-reconciliation,P2,pedagogical-definition,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Кількість їжі, напою, повітря або іншої речовини, яку споживає чи приймає організм."
SB-0644,integrated,adj.,інтегрований,"складений і скоординований, щоб утворити ціле",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Складений і скоординований так, щоб утворювати єдине ціле."
SB-0647,intellectual,n.,інтелектуал,"Розумна, вчена людина, особливо та, яка говорить про вчені питання.",part1-floor,P1,semantic-pedagogical-error,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,present,definitionUa,"Розумна, освічена людина, особливо та, яка займається інтелектуальною працею."
SB-0648,intensify,v.,посилити,Стати інтенсивним або більш інтенсивним; діяти зі зростаючою силою чи енергією.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-0649,intensity,n.,інтенсивність,Якість інтенсивності.,r2-reconciliation,P2,pedagogical-definition,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Ступінь сили, яскравості або вираженості чогось."
SB-0650,intensive,adj.,інтенсивний,Виконується з інтенсивністю або значною мірою; ретельний.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-0651,intent,n.,намір,Щось призначене.,part1-floor,P1,semantic-pedagogical,high,Codex seed-20260914 blinded acceptance challenge,absent,,
SB-0652,interactive,adj.,інтерактивний,Пропозиція або залучення взаємодії з користувачем.,part1-floor,P1,pos-morphology,high,Codex seed-20260914 blinded acceptance challenge,absent,,
SB-0653,interface,n.,інтерфейс,Точка взаємозв'язку між системами або підсистемами.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-0654,interfere,v.,заважати,"Вплутуватися або втягуватись, завдаючи занепокоєння.",r2-reconciliation,P2,idiomatic-ukrainian,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Втручатися в ситуацію так, що це заважає або створює проблеми."
SB-0656,interim,adj.,тимчасовий,Тимчасовий.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-0658,intermediate,adj.,проміжний,Знаходження між двома крайнощами або в середині діапазону.,r2-reconciliation,P1,calque-russianism,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Розташований або такий, що перебуває між двома рівнями чи крайнощами."
