id,word,pos,ua,definitionUa,disposition,category,evidence,confidence,provenance,proposed_target,proposed_value
SB-0652,interactive,adj.,інтерактивний,Пропозиція або залучення взаємодії з користувачем.,P1,pos-morphology,Adjective interactive is led by the noun 'Пропозиція'; the phrase is ungrammatical and does not define the adjective.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-0653,interface,n.,інтерфейс,Точка взаємозв'язку між системами або підсистемами.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0654,interfere,v.,заважати,"Вплутуватися або втягуватись, завдаючи занепокоєння.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0656,interim,adj.,тимчасовий,Тимчасовий.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0658,intermediate,adj.,проміжний,Знаходження між двома крайнощами або в середині діапазону.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0659,intervene,v.,втручатися,"Втягнутися в ситуацію, щоб змінити або запобігти дії. [з в]",P1,other,definitionUa carries a stray editorial artifact '[з в]' leaked into learner-facing text.,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,definitionUa,"Втрутитися в ситуацію, щоб змінити або запобігти дії."
SB-0662,intriguing,adj.,інтригуючий,Викликання бажання знати більше; таємничий.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0664,invisible,adj.,невидимий,Неможливо побачити; з поля зору; не видно.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0668,ironically,adv.,іронічно,В іронічній манері; певною мірою демонструючи іронію.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0671,isolation,n.,ізоляція,"Стан ізольованості, відчуженості або відокремленості; стан віддаленості від інших людей.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0672,judicial,adj.,судовий,Що стосується відправлення правосуддя.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0674,jurisdiction,n.,юрисдикція,"Влада, право чи повноваження тлумачити та застосовувати закон.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0676,justification,n.,виправдання,"Причина, пояснення або виправдання, які, на думку когось, надають переконливу, морально прийнятну підтримку для поведінки, віри чи події.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0678,kidney,n.,нирка,"Орган в організмі, який фільтрує кров, утворюючи сечу.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0681,landlord,n.,орендодавець,"Особа, яка здає в оренду нерухоме майно; орендодавець.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0685,laser,n.,лазер,"Пристрій, який створює монохроматичний когерентний пучок світла.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
